,ID,Datetime,Count
0,18288,2014-09-26 00:00:00,493.2326948646864
1,18289,2014-09-26 01:00:00,393.6254951127262
2,18290,2014-09-26 02:00:00,333.12840846295256
3,18291,2014-09-26 03:00:00,275.25210258806766
4,18292,2014-09-26 04:00:00,231.68052656140446
5,18293,2014-09-26 05:00:00,207.3922873399445
6,18294,2014-09-26 06:00:00,223.0030249990647
7,18295,2014-09-26 07:00:00,258.6246071701281
8,18296,2014-09-26 08:00:00,297.82237180324705
9,18297,2014-09-26 09:00:00,384.85157686636006
10,18298,2014-09-26 10:00:00,546.2531059258984
11,18299,2014-09-26 11:00:00,605.5931923673596
12,18300,2014-09-26 12:00:00,612.0092844316364
13,18301,2014-09-26 13:00:00,541.2744989689191
14,18302,2014-09-26 14:00:00,578.7542935957564
15,18303,2014-09-26 15:00:00,571.4441559159665
16,18304,2014-09-26 16:00:00,556.8589411687597
17,18305,2014-09-26 17:00:00,569.8313677468041
18,18306,2014-09-26 18:00:00,583.8556126960418
19,18307,2014-09-26 19:00:00,619.5297857856649
20,18308,2014-09-26 20:00:00,595.346728401323
21,18309,2014-09-26 21:00:00,555.6931758073542
22,18310,2014-09-26 22:00:00,557.709161018807
23,18311,2014-09-26 23:00:00,544.5263707665238
24,18312,2014-09-27 00:00:00,378.36629204851295
25,18313,2014-09-27 01:00:00,301.95609616353806
26,18314,2014-09-27 02:00:00,255.547862091196
27,18315,2014-09-27 03:00:00,211.15006875887565
28,18316,2014-09-27 04:00:00,177.72565097075392
29,18317,2014-09-27 05:00:00,159.09377374466652
30,18318,2014-09-27 06:00:00,171.06900771783978
31,18319,2014-09-27 07:00:00,198.39486446515917
32,18320,2014-09-27 08:00:00,228.46406509852812
33,18321,2014-09-27 09:00:00,295.2254902078135
34,18322,2014-09-27 10:00:00,419.03905471203086
35,18323,2014-09-27 11:00:00,464.5597363506507
36,18324,2014-09-27 12:00:00,469.48161802856407
37,18325,2014-09-27 13:00:00,415.219889694197
38,18326,2014-09-27 14:00:00,443.97120944113027
39,18327,2014-09-27 15:00:00,438.3634917917051
40,18328,2014-09-27 16:00:00,427.17495202114935
41,18329,2014-09-27 17:00:00,437.1262974901532
42,18330,2014-09-27 18:00:00,447.88450880799553
43,18331,2014-09-27 19:00:00,475.25070884775687
44,18332,2014-09-27 20:00:00,456.6995182065524
45,18333,2014-09-27 21:00:00,426.2806757053537
46,18334,2014-09-27 22:00:00,427.82716858229344
47,18335,2014-09-27 23:00:00,417.7144499435218
48,18336,2014-09-28 00:00:00,373.9698128641535
49,18337,2014-09-28 01:00:00,298.4474757624289
50,18338,2014-09-28 02:00:00,252.5784885505227
51,18339,2014-09-28 03:00:00,208.69658148587234
52,18340,2014-09-28 04:00:00,175.66054331861807
53,18341,2014-09-28 05:00:00,157.24516175324752
54,18342,2014-09-28 06:00:00,169.08124784777164
55,18343,2014-09-28 07:00:00,196.0895880432493
56,18344,2014-09-28 08:00:00,225.80939546307596
57,18345,2014-09-28 09:00:00,291.7950770085728
58,18346,2014-09-28 10:00:00,414.16997276633026
59,18347,2014-09-28 11:00:00,459.1617205821232
60,18348,2014-09-28 12:00:00,464.0264117787501
61,18349,2014-09-28 13:00:00,410.39518506184424
62,18350,2014-09-28 14:00:00,438.81242489350313
63,18351,2014-09-28 15:00:00,433.2698668907897
64,18352,2014-09-28 16:00:00,422.2113338973659
65,18353,2014-09-28 17:00:00,432.0470483386322
66,18354,2014-09-28 18:00:00,442.68025314000135
67,18355,2014-09-28 19:00:00,469.7284678534842
68,18356,2014-09-28 20:00:00,451.39283532412304
69,18357,2014-09-28 21:00:00,421.3274487482521
70,18358,2014-09-28 22:00:00,422.8559719384487
71,18359,2014-09-28 23:00:00,412.86075942516186
72,18360,2014-09-29 00:00:00,520.9154529570781
73,18361,2014-09-29 01:00:00,415.7177843580547
74,18362,2014-09-29 02:00:00,351.82528975488174
75,18363,2014-09-29 03:00:00,290.70066763596674
76,18364,2014-09-29 04:00:00,244.6836304478506
77,18365,2014-09-29 05:00:00,219.03221020076478
78,18366,2014-09-29 06:00:00,235.51910282438865
79,18367,2014-09-29 07:00:00,273.13995157363456
80,18368,2014-09-29 08:00:00,314.53769655558006
81,18369,2014-09-29 09:00:00,406.45142864988725
82,18370,2014-09-29 10:00:00,576.9116424462983
83,18371,2014-09-29 11:00:00,639.5822000330091
84,18372,2014-09-29 12:00:00,646.3583962152068
85,18373,2014-09-29 13:00:00,571.6536104360691
86,18374,2014-09-29 14:00:00,611.2369640905412
87,18375,2014-09-29 15:00:00,603.5165438501697
88,18376,2014-09-29 16:00:00,588.1127317638643
89,18377,2014-09-29 17:00:00,601.8132377060108
90,18378,2014-09-29 18:00:00,616.6245954813046
91,18379,2014-09-29 19:00:00,654.3009868222077
92,18380,2014-09-29 20:00:00,628.7606517584354
93,18381,2014-09-29 21:00:00,586.8815376487931
94,18382,2014-09-29 22:00:00,589.0106703289914
95,18383,2014-09-29 23:00:00,575.0879940202155
96,18384,2014-09-30 00:00:00,514.7406489699041
97,18385,2014-09-30 01:00:00,410.789967727119
98,18386,2014-09-30 02:00:00,347.6548390807181
99,18387,2014-09-30 03:00:00,287.25477323716757
100,18388,2014-09-30 04:00:00,241.78321071887376
101,18389,2014-09-30 05:00:00,216.43585611453142
102,18390,2014-09-30 06:00:00,232.72731715759738
103,18391,2014-09-30 07:00:00,269.902217595003
104,18392,2014-09-30 08:00:00,310.8092438637227
105,18393,2014-09-30 09:00:00,401.6334531262725
106,18394,2014-09-30 10:00:00,570.0730733660332
107,18395,2014-09-30 11:00:00,632.0007495375969
108,18396,2014-09-30 12:00:00,638.6966223526027
109,18397,2014-09-30 13:00:00,564.877368777341
110,18398,2014-09-30 14:00:00,603.9915110682723
111,18399,2014-09-30 15:00:00,596.3626067954389
112,18400,2014-09-30 16:00:00,581.141387718706
113,18401,2014-09-30 17:00:00,594.6794912244538
114,18402,2014-09-30 18:00:00,609.3152787982357
115,18403,2014-09-30 19:00:00,646.545063439043
116,18404,2014-09-30 20:00:00,621.3074772415029
117,18405,2014-09-30 21:00:00,579.9247878766355
118,18406,2014-09-30 22:00:00,582.0286823403663
119,18407,2014-09-30 23:00:00,568.2710420210117
120,18408,2014-10-01 00:00:00,530.4881937863892
121,18409,2014-10-01 01:00:00,423.35733235995093
122,18410,2014-10-01 02:00:00,358.2907004024293
123,18411,2014-10-01 03:00:00,296.04280547117526
124,18412,2014-10-01 04:00:00,249.18012400770894
125,18413,2014-10-01 05:00:00,223.05731364052758
126,18414,2014-10-01 06:00:00,239.84718201438253
127,18415,2014-10-01 07:00:00,278.1593802576986
128,18416,2014-10-01 08:00:00,320.3178818679616
129,18417,2014-10-01 09:00:00,413.92069101114265
130,18418,2014-10-01 10:00:00,587.5134120870343
131,18419,2014-10-01 11:00:00,651.3356517787786
132,18420,2014-10-01 12:00:00,658.2363725253608
133,18421,2014-10-01 13:00:00,582.1587544585395
134,18422,2014-10-01 14:00:00,622.4695220984063
135,18423,2014-10-01 15:00:00,614.6072255100881
136,18424,2014-10-01 16:00:00,598.9203411899905
137,18425,2014-10-01 17:00:00,612.8726181093081
138,18426,2014-10-01 18:00:00,627.956160724787
139,18427,2014-10-01 19:00:00,666.3249222529112
140,18428,2014-10-01 20:00:00,640.3152384553446
141,18429,2014-10-01 21:00:00,597.6665217100789
142,18430,2014-10-01 22:00:00,599.8347809610538
143,18431,2014-10-01 23:00:00,585.6562509025039
144,18432,2014-10-02 00:00:00,515.7414754555008
145,18433,2014-10-02 01:00:00,411.5886796231806
146,18434,2014-10-02 02:00:00,348.3307953540261
147,18435,2014-10-02 03:00:00,287.81329175663006
148,18436,2014-10-02 04:00:00,242.2533174445507
149,18437,2014-10-02 05:00:00,216.85667917885658
150,18438,2014-10-02 06:00:00,233.1798162236791
151,18439,2014-10-02 07:00:00,270.4269969929987
152,18440,2014-10-02 08:00:00,311.41356008364744
153,18441,2014-10-02 09:00:00,402.4143617220767
154,18442,2014-10-02 10:00:00,571.1814844303082
155,18443,2014-10-02 11:00:00,633.2295685366793
156,18444,2014-10-02 12:00:00,639.9384603484766
157,18445,2014-10-02 13:00:00,565.975677669242
158,18446,2014-10-02 14:00:00,605.1658708212128
159,18447,2014-10-02 15:00:00,597.522133429084
160,18448,2014-10-02 16:00:00,582.2713192558194
161,18449,2014-10-02 17:00:00,595.8357453233864
162,18450,2014-10-02 18:00:00,610.4999897207564
163,18451,2014-10-02 19:00:00,647.8021614065661
164,18452,2014-10-02 20:00:00,622.5155049738512
165,18453,2014-10-02 21:00:00,581.0523539402881
166,18454,2014-10-02 22:00:00,583.1603390724099
167,18455,2014-10-02 23:00:00,569.3759493388823
168,18456,2014-10-03 00:00:00,502.37826969646983
169,18457,2014-10-03 01:00:00,400.9241423004169
170,18458,2014-10-03 02:00:00,339.30531202168095
171,18459,2014-10-03 03:00:00,280.35585732297125
172,18460,2014-10-03 04:00:00,235.97637234534142
173,18461,2014-10-03 05:00:00,211.23777792309116
174,18462,2014-10-03 06:00:00,227.1379715954223
175,18463,2014-10-03 07:00:00,263.4200530577206
176,18464,2014-10-03 08:00:00,303.3446269502889
177,18465,2014-10-03 09:00:00,391.9875370977205
178,18466,2014-10-03 10:00:00,556.381791046235
179,18467,2014-10-03 11:00:00,616.822167891648
180,18468,2014-10-03 12:00:00,623.3572278400743
181,18469,2014-10-03 13:00:00,551.3108702119375
182,18470,2014-10-03 14:00:00,589.485619309572
183,18471,2014-10-03 15:00:00,582.0399362535788
184,18472,2014-10-03 16:00:00,567.1842808516931
185,18473,2014-10-03 17:00:00,580.3972435889472
186,18474,2014-10-03 18:00:00,594.6815276292223
187,18475,2014-10-03 19:00:00,631.0171751566716
188,18476,2014-10-03 20:00:00,606.3857128647222
189,18477,2014-10-03 21:00:00,565.9968997408453
190,18478,2014-10-03 22:00:00,568.0502655716347
191,18479,2014-10-03 23:00:00,554.6230385737763
192,18480,2014-10-04 00:00:00,387.5169696866184
193,18481,2014-10-04 01:00:00,309.2588156576388
194,18482,2014-10-04 02:00:00,261.7282120754481
195,18483,2014-10-04 03:00:00,216.25667115206272
196,18484,2014-10-04 04:00:00,182.02389363727372
197,18485,2014-10-04 05:00:00,162.94140993309438
198,18486,2014-10-04 06:00:00,175.2062614225007
199,18487,2014-10-04 07:00:00,203.1929859890065
200,18488,2014-10-04 08:00:00,233.98940140766138
201,18489,2014-10-04 09:00:00,302.36543197381246
202,18490,2014-10-04 10:00:00,429.1733911686056
203,18491,2014-10-04 11:00:00,475.7949771221595
204,18492,2014-10-04 12:00:00,480.8358930627806
205,18493,2014-10-04 13:00:00,425.26186076659405
206,18494,2014-10-04 14:00:00,454.7085227366673
207,18495,2014-10-04 15:00:00,448.9651840830096
208,18496,2014-10-04 16:00:00,437.5060527644404
209,18497,2014-10-04 17:00:00,447.69806860066774
210,18498,2014-10-04 18:00:00,458.7164640992921
211,18499,2014-10-04 19:00:00,486.7445076489178
212,18500,2014-10-04 20:00:00,467.74466191097724
213,18501,2014-10-04 21:00:00,436.5901486386173
214,18502,2014-10-04 22:00:00,438.1740429915444
215,18503,2014-10-04 23:00:00,427.8167512228376
216,18504,2014-10-05 00:00:00,383.1169315574001
217,18505,2014-10-05 01:00:00,305.7473550323379
